name,rank,year,industry,sector,headquarters_state
"Payless Cashways, Inc.",464,1996,Specialty Retailers,,MO
"SCI Systems, Inc.",465,1996,"Computers, Office Equipment",,AL
PP&L Resources,466,1996,Utilities: Gas and Electric,,PA
"Allegheny Power System, Inc.",467,1996,Utilities: Gas and Electric,,NY
Longs Drug Stores Corporation,468,1996,Food & Drug Stores,,CA
"Baker Hughes, Incorporated",469,1996,Industrial and Farm Equipment,,TX
"The Columbia Gas System, Inc.",470,1996,Utilities: Gas and Electric,,DE
"Armstrong World Industries, Inc.",471,1996,"Building Materials, Glass",,PA
Dean Foods Company,472,1996,Food,,IL
The Stanley Works,473,1996,Metal Products,,CT
Computer Associates International,474,1996,Computer And Data Services,,NY
Ball Corporation,475,1996,Metal Products,,IN
Northern States Power Company,476,1996,Utilities: Gas and Electric,,MN
Hannaford Bros. Company,477,1996,Food & Drug Stores,,ME
"Teledyne, Inc.",478,1996,"Electronics, Electrical Equipment",,CA
MBNA Corporation,479,1996,Commercial Banks,,DE
"Maxxam, Inc.",480,1996,Metals,,TX
"Caliber Systems, Inc.",482,1996,Trucking,,OH
"OfficeMax, Inc.",483,1996,Specialty Retailers,,OH
Morrison Knudsen Corporation,484,1996,Engineering & Construction,,ID
The Olsten Corporation,485,1996,Temporary Help,,NY
Centerior Energy Corporation,486,1996,Utilities: Gas and Electric,,OH
"Spartan Stores, Inc.",487,1996,Food & Drug Stores,,MI
Newell Company,488,1996,Metal Products,,IL
Pennzoil Company,489,1996,Petroleum Refining,,TX
"Provident Companies, Inc.",490,1996,Wholesalers,,WI
Golden West Financial Corporation,491,1996,Savings Institutions,,CA
"AST Research, Inc.",492,1996,"Computers, Office Equipment",,CA
Ohio Edison Company,493,1996,Utilities: Gas and Electric,,OH
Foundation Health Corporation,494,1996,Health Care,,CA
State Street Boston Corporation,495,1996,Commercial Banks,,MA
USG Corporation,496,1996,"Building Materials, Glass",,IL
Cotter & Co.,497,1996,Specialty Retailers,,IL
Ace Hardware Corporation,498,1996,Wholesalers,,IL
General Instrument Corporation,499,1996,"Electronics, Electrical Equipment",,IL
"Advanced Micro Devices, Inc.",500,1996,"Electronics, Electrical Equipment",,CA
General Motors Corporation,1,1997,Motor Vehicles & Parts,,MI
Ford Motor Company,2,1997,Motor Vehicles & Parts,,MI
Exxon Corporation,3,1997,Petroleum Refining,,TX
"Wal-Mart Stores, Inc.",4,1997,General Merchandisers,,AR
General Electric Company,5,1997,"Electronics, Electrical Equipment",,CT
International Business Machines Corporation,6,1997,"Computers, Office Equipment",,NY
AT&T Corp.,7,1997,Telecommunications,,NY
Mobil Corporation,8,1997,Petroleum Refining,,VA
Chrysler Corporation,9,1997,Motor Vehicles & Parts,,MI
Philip Morris Companies Inc.,10,1997,Tobacco,,NY
Texaco Inc.,11,1997,Petroleum Refining,,NY
State Farm Insurance Companies,12,1997,Insurance: Property and Casualty (Mutual),,IL
Prudential Insurance Company of America,13,1997,"Insurance: Life, Health (Mutual)",,NJ
"E.I. du Pont de Nemours and Company, Inc.",14,1997,Chemicals,,DE
Chevron Corporation,15,1997,Petroleum Refining,,CA
Hewlett-Packard Company,16,1997,"Computers, Office Equipment",,CA
"Sears, Roebuck & Company",17,1997,General Merchandisers,,IL
The Procter & Gamble Company,18,1997,"Soaps, Cosmetics",,OH
Amoco Corporation,19,1997,Petroleum Refining,,IL
Citicorp,20,1997,Commercial Banks,,NY
"PepsiCo, Inc.",21,1997,Food Services,,NY
Kmart Corporation,22,1997,General Merchandisers,,MI
"American International Group,Inc.",23,1997,Insurance: Property and Casualty (Stock),,NY
"Motorola, Inc.",24,1997,"Electronics, Electrical Equipment",,IL
The Chase Manhattan Corporation,25,1997,Commercial Banks,,NY
Lockheed Martin Corporation,26,1997,Aerospace & Defense,,MD
Dayton Hudson Corporation,27,1997,General Merchandisers,,MN
The Kroger Company,28,1997,Food & Drug Stores,,OH
Fannie Mae,29,1997,Diversified Financials,,DC
"Merrill Lynch & Co., Inc.",30,1997,Securities,,NY
"ConAgra, Inc.",31,1997,Food,,NE
The Allstate Corporation,32,1997,Insurance: Property and Casualty (Stock),,IL
"J.C. Penney Company, Inc.",33,1997,General Merchandisers,,TX
United Technologies Corporation,34,1997,Aerospace & Defense,,CT
Metropolitan Life Insurance Co.,35,1997,"Insurance: Life, Health (Stock)",,NY
The Boeing Company,36,1997,Aerospace & Defense,,WA
"United Parcel Service of America, Inc.",37,1997,"Mail, Package, and Freight Delivery",,GA
BankAmerica Corporation,38,1997,Commercial Banks,,CA
Johnson & Johnson,39,1997,Pharmaceuticals,,NJ
Travelers Group Inc.,40,1997,Insurance: Property and Casualty (Stock),,NY
GTE Corporation,41,1997,Telecommunications,,CT
USX Corporation,42,1997,Petroleum Refining,,PA
Intel Corporation,43,1997,Semiconductors,,CA
International Paper Company,44,1997,Forest and Paper Products,,NY
The Dow Chemical Company,45,1997,Chemicals,,MI
Loews Corporation,46,1997,Insurance: Property and Casualty (Stock),,NY
Columbia/HCA Healthcare Corp.,47,1997,Health Care,,TN
"Merck & Co., Inc.",48,1997,Pharmaceuticals,,NJ
"Costco Companies, Inc.",49,1997,Specialty Retailers,,WA
"The Home Depot, Inc.",50,1997,Specialty Retailers,,GA
Xerox Corporation,51,1997,"Computers, Office Equipment",,CT
Atlantic Richfield Company,52,1997,Petroleum Refining,,CA
BellSouth Corporation,53,1997,Telecommunications,,GA
CIGNA Corporation,54,1997,"Insurance: Life, Health (Stock)",,PA
The Walt Disney Company,55,1997,Entertainment,,CA
American Stores Company,56,1997,Food & Drug Stores,,UT
Sara Lee Corporation,57,1997,Food,,IL
The Coca-Cola Company,58,1997,Beverages,,GA
MCI Communications Corporation,59,1997,Telecommunications,,DC
Compaq Computer Corporation,60,1997,"Computers, Office Equipment",,TX
AMR Corporation,61,1997,Airlines,,TX
NationsBank Corporation,62,1997,Commercial Banks,,NC
New York Life Insurance Company,63,1997,"Insurance: Life, Health (Mutual)",,NY
American Express Company,64,1997,Diversified Financials,,NY
Safeway Inc.,65,1997,Food & Drug Stores,,CA
RJR Nabisco Holdings Corporation,66,1997,Food,,NY
"Aetna, Inc.",67,1997,"Insurance: Life, Health (Stock)",,CT
"Caterpillar, Inc.",68,1997,Industrial and Farm Equipment,,IL
"Fleming Companies, Inc.",69,1997,Wholesalers,,OK
"Supervalu, Inc.",70,1997,Wholesalers,,MN
UAL Corporation,71,1997,Airlines,,IL
Eastman Kodak Company,72,1997,"Scientific, Photographic and Control Equipment",,NY
J.P. Morgan & Co. Incorporated,73,1997,Commercial Banks,,NY
Phillips Petroleum Company,74,1997,Petroleum Refining,,OK
"Federated Department Stores, Inc.",75,1997,General Merchandisers,,OH
Bristol-Myers Squibb Company,76,1997,Pharmaceuticals,,NY
Ameritech Corporation,77,1997,Telecommunications,,IL
Digital Equipment Corporation,78,1997,"Computers, Office Equipment",,MA
Rockwell International Corporation,79,1997,"Electronics, Electrical Equipment",,CA
"Lehman Brothers Holdings, Inc.",80,1997,Securities,,NY
Minnesota Mining & Manufacturing Company,81,1997,"Scientific, Photographic and Control Equipment",,MN
Sprint Corporation,82,1997,Telecommunications,,KS
American Home Products Corporation,83,1997,Pharmaceuticals,,NJ
SBC Communications Inc.,85,1997,Telecommunications,,TX
College Retirement Equities Fund,86,1997,Diversified Financials,,NY
McDonnell Douglas Corporation,87,1997,Aerospace & Defense,,MO
Teachers Insurance & Annuity Association of America,88,1997,"Insurance: Life, Health (Mutual)",,NY
AlliedSignal Inc.,89,1997,Food & Drug Stores,,ID
McKesson Corporation,90,1997,Wholesalers,,CA
NYNEX Corporation,91,1997,Telecommunications,,NY
SYSCO Corporation,92,1997,Wholesalers,,TX
Archer Daniels Midland Company,93,1997,Food,,IL
Enron Corp.,94,1997,Pipelines,,TX
Kimberly-Clark Corporation,95,1997,Forest and Paper Products,,TX
Morgan Stanley Group,96,1997,Securities,,NY
Alcoa,97,1997,Metals,,PA
The Goodyear Tire & Rubber Company,98,1997,Rubber and Plastic Products,,OH
Bell Atlantic Corporation,99,1997,Telecommunications,,PA
Georgia-Pacific Corporation,100,1997,Forest and Paper Products,,GA
"Winn-Dixie Stores, Inc.",101,1997,Food & Drug Stores,,FL
"U S WEST, Inc.",102,1997,Telecommunications,,CO
The May Department Stores Company,103,1997,General Merchandisers,,MO
"IBP, Inc.",104,1997,Food,,NE
"ITT Hartford Group, Inc.",105,1997,Insurance: Property and Casualty (Stock),,CT
"Delta Air Lines, Inc.",106,1997,Airlines,,GA
Nationwide Insurance Enterprise,107,1997,"Insurance: Life, Health (Stock)",,OH
Raytheon Company,108,1997,"Electronics, Electrical Equipment",,MA
Ashland Inc.,109,1997,Petroleum Refining,,KY
Federal Home Loan Mortgage Corp.,110,1997,Diversified Financials,,VA
Northwestern Mutual Life Insurance Company,111,1997,"Insurance: Life, Health (Mutual)",,WI
Viacom Inc.,112,1997,Entertainment,,NY
"Ingram Micro, Inc.",113,1997,Wholesalers,,CA
First Union Corporation,114,1997,Commercial Banks,,NC
The Coastal Corporation,115,1997,Petroleum Refining,,TX
Walgreen Co.,116,1997,Food & Drug Stores,,IL
Texas Instruments Incorporated,117,1997,Semiconductors,,TX
Pfizer Inc.,118,1997,Pharmaceuticals,,NY
Deere & Company,119,1997,Industrial and Farm Equipment,,IL
Emerson Electric Co.,120,1997,"Electronics, Electrical Equipment",,MO
"Ikon Office Solutions, Inc.",121,1997,Wholesalers,,PA
Weyerhaeuser Company,122,1997,Forest and Paper Products,,WA
Abbott Laboratories,124,1997,Pharmaceuticals,,IL
"Tenneco, Inc.",125,1997,Motor Vehicles & Parts,,CT
Liberty Mutual Insurance Group,126,1997,Insurance: Property and Casualty (Mutual),,MA
"Anheuser-Busch Companies, Inc.",127,1997,Beverages,,MO
Fluor Corporation,128,1997,Food Services,,IL
Occidental Petroleum Corporation,129,1997,Chemicals,,CA
CSX Corporation,130,1997,Railroads,,VA
"Publix Super Markets, Inc.",131,1997,Food & Drug Stores,,FL
Berkshire Hathaway Inc.,132,1997,Insurance: Property and Casualty (Stock),,NE
Southern Company,133,1997,Utilities: Gas and Electric,,GA
"WMX Technologies, Inc.",134,1997,Waste Management,,IL
TRW Inc.,135,1997,Motor Vehicles & Parts,,OH
Banc One Corporation,137,1997,Commercial Banks,,OH
"Marriott International, Inc.",138,1997,"Hotels, Casinos, Resorts",,MD
First Chicago NBD Corp.,139,1997,Commercial Banks,,IL
United HealthCare Corporation,140,1997,Health Care,,MN
Time Warner Inc.,141,1997,Entertainment,,NY
Union Pacific Corporation,142,1997,Railroads,,PA
"Johnson Controls, Inc.",143,1997,Motor Vehicles & Parts,,WI
Bergen Brunswig Corporation,144,1997,Wholesalers,,CA
Federal Express Corporation,145,1997,Specialty Retailers,,NJ
Tosco Corporation,146,1997,Petroleum Refining,,CT
"Northwest Airlines, Inc.",147,1997,Airlines,,MN
"Sun Company, Inc.",148,1997,Petroleum Refining,,PA
CPC International Inc.,149,1997,Food,,NJ
"Apple Computer, Inc.",150,1997,"Computers, Office Equipment",,CA
"Farmland Industries, Inc.",151,1997,Food,,MO
Gillette Company,152,1997,Metal Products,,MA
PG&E Corp.,153,1997,Utilities: Gas and Electric,,CA
Pacific Telesis Group,154,1997,Telecommunications,,CA
Bankers Trust New York Corporation,155,1997,Commercial Banks,,NY
Westinghouse Electric Corporation,156,1997,Entertainment,,PA
The Principal Financial Group,157,1997,"Insurance: Life, Health (Stock)",,IA
Textron Inc.,158,1997,Aerospace & Defense,,RI
Monsanto Company,159,1997,Chemicals,,MO
Massachusetts Mutual Life Insurance,160,1997,"Insurance: Life, Health (Mutual)",,MA
H.J. Heinz Company,161,1997,Food,,PA
"Dean Witter, Discover & Co.",162,1997,Diversified Financials,,NY
"Salomon, Inc.",163,1997,Securities,,NY
Amerada Hess Corporation,164,1997,Petroleum Refining,,NY
Norwest Corporation,165,1997,Commercial Banks,,MN
"Cardinal Health, Inc.",166,1997,Wholesalers,,OH
Colgate-Palmolive Company,167,1997,"Soaps, Cosmetics",,NY
John Hancock Mutual Life Insurance Company,168,1997,"Insurance: Life, Health (Mutual)",,MA
Wells Fargo & Company,169,1997,Commercial Banks,,CA
Whirlpool Corporation,171,1997,"Electronics, Electrical Equipment",,MI
Microsoft Corporation,172,1997,Computer Software,,WA
"The Limited, Inc.",173,1997,Specialty Retailers,,OH
"Seagate Technology, Inc.",175,1997,Computer Peripherals,,CA
Unocal Corporation,176,1997,Petroleum Refining,,CA
Edison International,177,1997,Utilities: Gas and Electric,,CA
CVS Corporation,178,1997,Specialty Retailers,,RI
"Crown Cork & Seal Company, Inc.",179,1997,Metal Products,,PA
General Re Corporation,180,1997,Insurance: Property and Casualty (Stock),,CT
Ultramar Diamond Shamrock Corporation,181,1997,Petroleum Refining,,TX
Burlington Northern Santa Fe Corp.,182,1997,Railroads,,TX
"US Airways Group, Inc.",183,1997,Airlines,,VA
Woolworth Corporation,184,1997,Specialty Retailers,,NY
Northrop Grumman Corporation,185,1997,Aerospace & Defense,,CA
"Fleet Financial Group, Inc.",186,1997,Commercial Banks,,MA
"Tele-Communications, Inc.",187,1997,Telecommunications,,CO
"Coca-Cola Enterprises, Inc.",188,1997,Beverages,,GA
Dana Corporation,189,1997,Motor Vehicles & Parts,,OH
Dell Computer Corporation,190,1997,"Computers, Office Equipment",,TX
Campbell Soup Company,191,1997,Food,,NJ
PanEnergy Corp.,192,1997,Pipelines,,TX
Halliburton Company,193,1997,Engineering & Construction,,TX
Eli Lilly & Company,194,1997,Pharmaceuticals,,IN
"Honeywell, Inc.",195,1997,"Scientific, Photographic and Control Equipment",,MN
"Pharmacia & Upjohn, Inc.",196,1997,Pharmaceuticals,,MI
NGC Corporation,197,1997,Pipelines,,TX
Warner-Lambert Company,198,1997,Pharmaceuticals,,NJ
"PPG Industries, Inc.",199,1997,Chemicals,,PA
Best Buy Co. Inc.,200,1997,Specialty Retailers,,MN
Entergy Corporation,201,1997,Utilities: Gas and Electric,,LA
"AFLAC, Inc.",202,1997,"Insurance: Life, Health (Stock)",,GA
"Sun Microsystems, Inc.",203,1997,"Computers, Office Equipment",,CA
"Circuit City Group, Inc.",204,1997,Specialty Retailers,,VA
Reynolds Metals Company,205,1997,Metals,,VA
American General Corporation,206,1997,Diversified Financials,,TX
Eaton Corporation,207,1997,"Electronics, Electrical Equipment",,OH
"Consolidated Edison Company of New York, Inc.",208,1997,Utilities: Gas and Electric,,NY
Unicom Corporation,209,1997,Utilities: Gas and Electric,,IL
Guardian Life Insurance Co. of America,210,1997,"Insurance: Life, Health (Mutual)",,NY
Lincoln National Corporation,211,1997,"Insurance: Life, Health (Stock)",,IN
United Services Automobile Association,212,1997,Insurance: Property and Casualty (Stock),,TX
Humana Inc.,213,1997,Health Care,,KY
Ingersoll-Rand Company,214,1997,Industrial and Farm Equipment,,NJ
"The TJX Companies, Inc.",215,1997,Specialty Retailers,,MA
Kellogg Company,216,1997,Food,,MI
R.R. Donnelley & Sons Company,217,1997,"Publishing, Printing",,IL
ITT Corporation,218,1997,"Hotels, Casinos, Resorts",,NY
"Dresser Industries, Inc.",219,1997,Industrial and Farm Equipment,,TX
Texas Utilities Company,220,1997,Utilities: Gas and Electric,,TX
Arrow Electronics,221,1997,Wholesalers,,NY
Chubb Corporation,222,1997,Insurance: Property and Casualty (Stock),,NJ
"Nike, Inc.",223,1997,Apparel,,OR
"Tyson Foods, Inc.",224,1997,Food,,AR
"Dillard Department Stores, Inc.",225,1997,General Merchandisers,,AR
Unisys Corporation,226,1997,Computer And Data Services,,PA
"Continental Airlines, Inc.",227,1997,Airlines,,TX
PNC Bank Corp.,228,1997,Commercial Banks,,PA
Tandy Corporation,229,1997,Specialty Retailers,,TX
Transamerica Corporation,230,1997,"Insurance: Life, Health (Stock)",,CA
"Anthem Insurance Companies,Inc.",231,1997,"Insurance: Life, Health (Stock)",,IN
Lear Corporation,232,1997,Motor Vehicles & Parts,,MI
Bank of Boston Corporation,233,1997,Commercial Banks,,MA
"Public Service Enterprise Group, Inc.",234,1997,Utilities: Gas and Electric,,NJ
ARAMARK Corporation,235,1997,Food Services,,PA
Ralston Purina Company,236,1997,Food,,MO
Union Carbide Corporation,237,1997,Chemicals,,CT
"The St. Paul Companies, Inc.",238,1997,Insurance: Property and Casualty (Stock),,MN
Manpower Inc.,239,1997,Temporary Help,,WI
"Office Depot, Inc.",240,1997,Specialty Retailers,,FL
KeyCorp,241,1997,Commercial Banks,,OH
"FPL Group, Inc.",242,1997,Utilities: Gas and Electric,,FL
Champion International Corporation,243,1997,Forest and Paper Products,,CT
"American Electric Power Company, Inc.",244,1997,Utilities: Gas and Electric,,OH
"American Standard Companies, Inc.",245,1997,Industrial and Farm Equipment,,NJ
"SCI Systems, Inc.",245,1997,"Electronics, Electrical Equipment",,AL
"Browning-Ferris Industries, Inc.",246,1997,Waste Management,,TX
"American Brands, Inc.",247,1997,Tobacco,,CT
"Borden, Inc.",248,1997,Food,,OH
Navistar International Corporation,249,1997,Motor Vehicles & Parts,,IL
Genuine Parts Company,250,1997,Wholesalers,,GA
The Bank of New York Company,251,1997,Commercial Banks,,NY
Paine Webber Group Inc.,252,1997,Securities,,NY
James River Corporation of Virginia,253,1997,Forest and Paper Products,,VA
Schering-Plough Corporation,254,1997,Pharmaceuticals,,NJ
Tenet Healthcare Corporation,255,1997,Health Care,,CA
AmeriSource Health Corporation,256,1997,Wholesalers,,PA
"Merisel, Inc.",257,1997,Wholesalers,,CA
"Ryder System, Inc.",258,1997,"Automotive Retailing, Services",,FL
Central & South West Corporation,259,1997,Utilities: Gas and Electric,,TX
Avatex Corporation,260,1997,Wholesalers,,TX
AMP Inc.,261,1997,"Electronics, Electrical Equipment",,PA
Rite Aid Corporation,262,1997,Food & Drug Stores,,PA
Baxter International Inc.,263,1997,"Scientific, Photographic and Control Equipment",,IL
"General Mills, Inc.",264,1997,Food,,MN
Case Corporation,265,1997,Industrial and Farm Equipment,,WI
"The Vons Companies, Inc.",266,1997,Food & Drug Stores,,CA
Food 4 Less Holdings,267,1997,Food & Drug Stores,,CA
"Bindley Western Industries, Inc.",268,1997,Wholesalers,,IN
"The Gap, Inc.",269,1997,Specialty Retailers,,CA
"Cooper Industries, Inc.",270,1997,"Electronics, Electrical Equipment",,TX
W.R. Grace & Co.,271,1997,Chemicals,,FL
"Cummins Engine Company, Inc.",272,1997,Industrial and Farm Equipment,,IN
